,PERSON_ID,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FIRST_LAST,ROSTERSTATUS,FROM_YEAR,TO_YEAR,PLAYERCODE,PLAYER_SLUG,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,TEAM_SLUG,TEAM_CODE,GAMES_PLAYED_FLAG,OTHERLEAGUE_EXPERIENCE_CH
0,1630173,"Achiuwa, Precious",Precious Achiuwa,1,2020,2021,precious_achiuwa,precious_achiuwa,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,00
1,203500,"Adams, Steven",Steven Adams,1,2013,2021,steven_adams,steven_adams,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,00
2,1628389,"Adebayo, Bam",Bam Adebayo,1,2017,2021,bam_adebayo,bam_adebayo,1610612748,Miami,Heat,MIA,heat,heat,Y,00
3,1630583,"Aldama, Santi",Santi Aldama,1,2021,2021,santi_aldama,santi_aldama,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,11
4,200746,"Aldridge, LaMarcus",LaMarcus Aldridge,1,2006,2021,lamarcus_aldridge,lamarcus_aldridge,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,00
5,1629638,"Alexander-Walker, Nickeil",Nickeil Alexander-Walker,1,2019,2021,nickeil_alexander-walker,nickeil_alexander-walker,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,01
6,1628960,"Allen, Grayson",Grayson Allen,1,2018,2021,grayson_allen,grayson_allen,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,01
7,1628386,"Allen, Jarrett",Jarrett Allen,1,2017,2021,jarrett_allen,jarrett_allen,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,00
8,1630631,"Alvarado, Jose",Jose Alvarado,1,2021,2021,jose_alvarado,jose_alvarado,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,00
10,203937,"Anderson, Kyle",Kyle Anderson,1,2014,2021,kyle_anderson,kyle_anderson,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,01
11,203507,"Antetokounmpo, Giannis",Giannis Antetokounmpo,1,2013,2021,giannis_antetokounmpo,giannis_antetokounmpo,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,00
12,203648,"Antetokounmpo, Thanasis",Thanasis Antetokounmpo,1,2015,2021,thanasis_antetokounmpo,thanasis_antetokounmpo,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,01
13,2546,"Anthony, Carmelo",Carmelo Anthony,1,2003,2021,carmelo_anthony,carmelo_anthony,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,00
14,1630175,"Anthony, Cole",Cole Anthony,1,2020,2021,cole_anthony,cole_anthony,1610612753,Orlando,Magic,ORL,magic,magic,Y,00
15,1628384,"Anunoby, OG",OG Anunoby,1,2017,2021,og_anunoby,og_anunoby,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,00
16,1627853,"Arcidiacono, Ryan",Ryan Arcidiacono,1,2017,2021,ryan_arcidiacono,ryan_arcidiacono,1610612752,New York,Knicks,NYK,knicks,knicks,Y,11
18,201571,"Augustin, D.J.",D.J. Augustin,1,2008,2021,d.j._augustin,dj_augustin,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,00
19,1630166,"Avdija, Deni",Deni Avdija,1,2020,2021,deni_avdija,deni_avdija,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,00
21,1629028,"Ayton, Deandre",Deandre Ayton,1,2018,2021,deandre_ayton,deandre_ayton,1610612756,Phoenix,Suns,PHX,suns,suns,Y,00
22,1628962,"Azubuike, Udoka",Udoka Azubuike,1,2020,2021,udoka_azubuike,udoka_azubuike,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,11
23,1628963,"Bagley III, Marvin",Marvin Bagley III,1,2018,2021,marvin_bagley_iii,marvin_bagley_iii,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,00
24,1630163,"Ball, LaMelo",LaMelo Ball,1,2020,2021,lamelo_ball,lamelo_ball,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,00
25,1628366,"Ball, Lonzo",Lonzo Ball,1,2017,2021,lonzo_ball,lonzo_ball,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,00
26,1628964,"Bamba, Mo",Mo Bamba,1,2018,2021,mohamed_bamba,mo_bamba,1610612753,Orlando,Magic,ORL,magic,magic,Y,00
27,1630217,"Bane, Desmond",Desmond Bane,1,2020,2021,desmond_bane,desmond_bane,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,00
28,1630625,"Banton, Dalano",Dalano Banton,1,2021,2021,dalano_banton,dalano_banton,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,11
30,203084,"Barnes, Harrison",Harrison Barnes,1,2012,2021,harrison_barnes,harrison_barnes,1610612758,Sacramento,Kings,SAC,kings,kings,Y,00
31,1630567,"Barnes, Scottie",Scottie Barnes,1,2021,2021,scottie_barnes,scottie_barnes,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,00
32,1629628,"Barrett, RJ",RJ Barrett,1,2019,2021,rj_barrett,rj_barrett,1610612752,New York,Knicks,NYK,knicks,knicks,Y,00
33,203115,"Barton, Will",Will Barton,1,2012,2021,will_barton,will_barton,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,01
35,1629646,"Bassey, Charles",Charles Bassey,1,2021,2021,charles_bassey,charles_bassey,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,11
36,1628966,"Bates-Diop, Keita",Keita Bates-Diop,1,2018,2021,keita_bates-diop,keita_bates-diop,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,01
37,201587,"Batum, Nicolas",Nicolas Batum,1,2008,2021,nicolas_batum,nicolas_batum,1610612746,LA,Clippers,LAC,clippers,clippers,Y,00
38,203145,"Bazemore, Kent",Kent Bazemore,1,2012,2021,kent_bazemore,kent_bazemore,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,01
39,1629647,"Bazley, Darius",Darius Bazley,1,2019,2021,darius_bazley,darius_bazley,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,00
40,203078,"Beal, Bradley",Bradley Beal,1,2012,2021,bradley_beal,bradley_beal,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,00
41,1627736,"Beasley, Malik",Malik Beasley,1,2016,2021,malik_beasley,malik_beasley,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,01
44,202722,"Bertans, Davis",Davis Bertans,1,2016,2021,davis_bertans,davis_bertans,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,01
45,201976,"Beverley, Patrick",Patrick Beverley,1,2012,2021,patrick_beverley,patrick_beverley,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,01
46,1630180,"Bey, Saddiq",Saddiq Bey,1,2020,2021,saddiq_bey,saddiq_bey,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,00
47,203920,"Birch, Khem",Khem Birch,1,2017,2021,khem_birch,khem_birch,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,01
48,1629048,"Bitadze, Goga",Goga Bitadze,1,2019,2021,goga_bitadze,goga_bitadze,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,01
49,202687,"Biyombo, Bismack",Bismack Biyombo,1,2011,2021,bismack_biyombo,bismack_biyombo,1610612756,Phoenix,Suns,PHX,suns,suns,Y,00
50,202357,"Bjelica, Nemanja",Nemanja Bjelica,1,2015,2021,nemanja_bjelica,nemanja_bjelica,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,00
51,202339,"Bledsoe, Eric",Eric Bledsoe,1,2010,2021,eric_bledsoe,eric_bledsoe,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,01
52,1629833,"Blevins, Keljin",Keljin Blevins,1,2020,2021,keljin_blevins,keljin_blevins,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,01
53,203992,"Bogdanovic, Bogdan",Bogdan Bogdanovic,1,2017,2021,bogdan_bogdanovic,bogdan_bogdanovic,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,00
54,202711,"Bogdanovic, Bojan",Bojan Bogdanovic,1,2014,2021,bojan_bogdanovic,bojan_bogdanovic,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,00
55,1629626,"Bol, Bol",Bol Bol,1,2019,2021,bol_bol,bol_bol,1610612753,Orlando,Magic,ORL,magic,magic,Y,01
56,1630195,"Bolmaro, Leandro",Leandro Bolmaro,1,2021,2021,leandro_bolmaro,leandro_bolmaro,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,11
57,1629067,"Bonga, Isaac",Isaac Bonga,1,2018,2021,isaac_bonga,isaac_bonga,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,11
58,1626164,"Booker, Devin",Devin Booker,1,2015,2021,devin_booker,devin_booker,1610612756,Phoenix,Suns,PHX,suns,suns,Y,00
59,1630527,"Boston Jr., Brandon",Brandon Boston Jr.,1,2021,2021,brandon_boston_jr,brandon_boston_jr,1610612746,LA,Clippers,LAC,clippers,clippers,Y,11
60,1628449,"Boucher, Chris",Chris Boucher,1,2017,2021,chris_boucher,chris_boucher,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,01
61,1630547,"Bouknight, James",James Bouknight,1,2021,2021,james_bouknight,james_bouknight,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,11
62,202340,"Bradley, Avery",Avery Bradley,1,2010,2021,avery_bradley,avery_bradley,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,01
63,1628396,"Bradley, Tony",Tony Bradley,1,2017,2021,tony_bradley,tony_bradley,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,01
64,1629649,"Brazdeikis, Ignas",Ignas Brazdeikis,1,2019,2021,ignas_brazdeikis,ignas_brazdeikis,1610612753,Orlando,Magic,ORL,magic,magic,Y,11
65,1628969,"Bridges, Mikal",Mikal Bridges,1,2018,2021,mikal_bridges,mikal_bridges,1610612756,Phoenix,Suns,PHX,suns,suns,Y,00
66,1628970,"Bridges, Miles",Miles Bridges,1,2018,2021,miles_bridges,miles_bridges,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,00
67,1629052,"Brissett, Oshae",Oshae Brissett,1,2019,2021,oshae_brissett,oshae_brissett,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,01
68,1627763,"Brogdon, Malcolm",Malcolm Brogdon,1,2016,2021,malcolm_brogdon,malcolm_brogdon,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,00
69,1629717,"Brooks, Armoni",Armoni Brooks,1,2020,2021,sl_armoni_brooks,armoni_brooks,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,11
70,1628415,"Brooks, Dillon",Dillon Brooks,1,2017,2021,dillon_brooks,dillon_brooks,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,00
71,1628971,"Brown, Bruce",Bruce Brown,1,2018,2021,bruce_brown,bruce_brown,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,01
72,1627759,"Brown, Jaylen",Jaylen Brown,1,2016,2021,jaylen_brown,jaylen_brown,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,00
73,1629650,"Brown, Moses",Moses Brown,1,2019,2021,moses_brown,moses_brown,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,11
74,1628425,"Brown, Sterling",Sterling Brown,1,2017,2021,sterling_brown,sterling_brown,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,01
75,1630535,"Brown III, Greg",Greg Brown III,1,2021,2021,greg_brown_iii,greg_brown_iii,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,00
76,1629718,"Brown Jr., Charlie",Charlie Brown Jr.,1,2019,2021,charles_brown,charlie_brown_jr,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,11
77,1630602,"Brown Jr., Chaundee",Chaundee Brown Jr.,1,2021,2021,chaundee_brown,chaundee_brown_jr,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,11
78,1628972,"Brown Jr., Troy",Troy Brown Jr.,1,2018,2021,troy_brown_jr,troy_brown_jr,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,01
79,1628973,"Brunson, Jalen",Jalen Brunson,1,2018,2021,jalen_brunson,jalen_brunson,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,00
80,1628418,"Bryant, Thomas",Thomas Bryant,1,2017,2021,thomas_bryant,thomas_bryant,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,01
82,203493,"Bullock, Reggie",Reggie Bullock,1,2013,2021,reggie_bullock,reggie_bullock,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,01
83,203504,"Burke, Trey",Trey Burke,1,2013,2021,trey_burke,trey_burke,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,01
84,202692,"Burks, Alec",Alec Burks,1,2011,2021,alec_burks,alec_burks,1610612752,New York,Knicks,NYK,knicks,knicks,Y,01
85,1630215,"Butler, Jared",Jared Butler,1,2021,2021,jared_butler,jared_butler,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,11
86,202710,"Butler, Jimmy",Jimmy Butler,1,2011,2021,jimmy_butler,jimmy_butler,1610612748,Miami,Heat,MIA,heat,heat,Y,00
87,1629719,"Cacok, Devontae",Devontae Cacok,1,2019,2021,davontae_cacok,devontae_cacok,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,11
88,203484,"Caldwell-Pope, Kentavious",Kentavious Caldwell-Pope,1,2013,2021,kentavious_caldwell-pope,kentavious_caldwell-pope,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,00
89,1630267,"Campazzo, Facundo",Facundo Campazzo,1,2020,2021,facundo_campazzo,facundo_campazzo,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,00
90,1628427,"Cancar, Vlatko",Vlatko Cancar,1,2019,2021,vlatko_cancar,vlatko_cancar,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,01
91,1629962,"Cannady, Devin",Devin Cannady,1,2020,2021,devin_cannady,devin_cannady,1610612753,Orlando,Magic,ORL,magic,magic,Y,11
92,203991,"Capela, Clint",Clint Capela,1,2014,2021,clint_capela,clint_capela,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,01
93,1630176,"Carey Jr., Vernon",Vernon Carey Jr.,1,2020,2021,vernon_carey_jr,vernon_carey_jr,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,11
94,1628975,"Carter, Jevon",Jevon Carter,1,2018,2021,jevon_carter,jevon_carter,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,01
95,1628976,"Carter Jr., Wendell",Wendell Carter Jr.,1,2018,2021,wendell_carter_jr,wendell_carter_jr,1610612753,Orlando,Magic,ORL,magic,magic,Y,00
96,1627936,"Caruso, Alex",Alex Caruso,1,2017,2021,alex_caruso,alex_caruso,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,01
99,1630551,"Champagnie, Justin",Justin Champagnie,1,2021,2021,justin_champagnie,justin_champagnie,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,11
101,1629185,"Chiozza, Chris",Chris Chiozza,1,2018,2021,chris_chiozza,chris_chiozza,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,11
102,1627737,"Chriss, Marquese",Marquese Chriss,1,2016,2021,marquese_chriss,marquese_chriss,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,00
103,1630528,"Christopher, Josh",Josh Christopher,1,2021,2021,josh_christopher,josh_christopher,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,00
104,1629109,"Clark, Gary",Gary Clark,1,2018,2021,gary_clark,gary_clark,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,01
105,1629634,"Clarke, Brandon",Brandon Clarke,1,2019,2021,brandon_clarke,brandon_clarke,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,00
106,203903,"Clarkson, Jordan",Jordan Clarkson,1,2014,2021,jordan_clarkson,jordan_clarkson,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,01
107,1629651,"Claxton, Nic",Nic Claxton,1,2019,2021,nicolas_claxton,nic_claxton,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,01
108,1629599,"Coffey, Amir",Amir Coffey,1,2019,2021,amir_coffey,amir_coffey,1610612746,LA,Clippers,LAC,clippers,clippers,Y,01
109,1628381,"Collins, John",John Collins,1,2017,2021,john_collins,john_collins,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,00
110,1628380,"Collins, Zach",Zach Collins,1,2017,2021,zach_collins,zach_collins,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,11
112,201144,"Conley, Mike",Mike Conley,1,2007,2021,mike_conley,mike_conley,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,00
113,1626192,"Connaughton, Pat",Pat Connaughton,1,2015,2021,pat_connaughton,pat_connaughton,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,00
114,1629076,"Cook, Tyler",Tyler Cook,1,2019,2021,tyler_cook,tyler_cook,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,11
115,1630536,"Cooper, Sharife",Sharife Cooper,1,2021,2021,sharife_cooper,sharife_cooper,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,11
117,202326,"Cousins, DeMarcus",DeMarcus Cousins,1,2010,2021,demarcus_cousins,demarcus_cousins,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,00
118,203496,"Covington, Robert",Robert Covington,1,2013,2021,robert_covington,robert_covington,1610612746,LA,Clippers,LAC,clippers,clippers,Y,01
119,1628470,"Craig, Torrey",Torrey Craig,1,2017,2021,torrey_craig,torrey_craig,1610612756,Phoenix,Suns,PHX,suns,suns,Y,01
120,203109,"Crowder, Jae",Jae Crowder,1,2012,2021,jae_crowder,jae_crowder,1610612756,Phoenix,Suns,PHX,suns,suns,Y,01
121,1629633,"Culver, Jarrett",Jarrett Culver,1,2019,2021,jarrett_culver,jarrett_culver,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,00
123,1630595,"Cunningham, Cade",Cade Cunningham,1,2021,2021,cade_cunningham,cade_cunningham,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,00
124,203552,"Curry, Seth",Seth Curry,1,2013,2021,seth_curry,seth_curry,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,01
125,201939,"Curry, Stephen",Stephen Curry,1,2009,2021,stephen_curry,stephen_curry,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,00
126,203076,"Davis, Anthony",Anthony Davis,1,2012,2021,anthony_davis,anthony_davis,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,00
127,202334,"Davis, Ed",Ed Davis,1,2010,2021,ed_davis,ed_davis,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,01
128,1629056,"Davis, Terence",Terence Davis,1,2019,2021,terence_davis,terence_davis,1610612758,Sacramento,Kings,SAC,kings,kings,Y,00
130,201942,"DeRozan, DeMar",DeMar DeRozan,1,2009,2021,demar_derozan,demar_derozan,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,00
132,203473,"Dedmon, Dewayne",Dewayne Dedmon,1,2013,2021,dewayne_dedmon,dewayne_dedmon,1610612748,Miami,Heat,MIA,heat,heat,Y,01
134,1628978,"DiVincenzo, Donte",Donte DiVincenzo,1,2018,2021,donte_divincenzo,donte_divincenzo,1610612758,Sacramento,Kings,SAC,kings,kings,Y,01
137,1628977,"Diallo, Hamidou",Hamidou Diallo,1,2018,2021,hamidou_diallo,hamidou_diallo,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,01
138,203476,"Dieng, Gorgui",Gorgui Dieng,1,2013,2021,gorgui_dieng,gorgui_dieng,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,00
139,203915,"Dinwiddie, Spencer",Spencer Dinwiddie,1,2014,2021,spencer_dinwiddie,spencer_dinwiddie,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,01
140,1629029,"Doncic, Luka",Luka Doncic,1,2018,2021,luka_don,luka_doncic,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,00
141,1629652,"Dort, Luguentz",Luguentz Dort,1,2019,2021,luguentz_dort,luguentz_dort,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,01
142,1630245,"Dosunmu, Ayo",Ayo Dosunmu,1,2021,2021,ayo_dosunmu,ayo_dosunmu,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,00
